"관측지점별","항목","단위","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월",
"광주","합계신적설","cm","26.7","21.7","1","","","","","","","","","",
"광주","평균풍속","m/s","1.5","1.6","1.8","1.7","1.6","1.5","1.7","2","1.5","1.4","1","1.7",
"광주","최대풍속","m/s","6.7","8.3","7.9","10.6","6.7","6.1","6","7.9","5.8","11.6","7.7","6.5",
"광주","최대풍속일자","","2018-01-27","2018-02-28","2018-03-20","2018-04-11","2018-05-05","2018-06-27","2018-07-03","2018-08-23","2018-09-14","2018-10-06","2018-11-08","2018-12-26",
"광주","최대순간풍속","m/s","12.5","14.6","12.6","18.2","12.8","10.2","11.2","17.5","11.4","20.4","12.5","12.2",
"광주","최대순간풍속일자","","2018-01-27","2018-02-28","2018-03-20","2018-04-08","2018-05-04","2018-06-28","2018-07-01","2018-08-23","2018-09-30","2018-10-06","2018-11-08","2018-12-29",
"광주","평균상대습도","%","66","54","72","67","74","74","79","78","78","72","70","62",
"광주","최소상대습도","%","14","8","5","11","16","24","36","36","34","19","15","9",
"광주","최소상대습도일자","","2018-01-27","2018-02-18","2018-03-02","2018-04-21","2018-05-04","2018-06-02","2018-07-20","2018-08-18","2018-09-25","2018-10-20","2018-11-17","2018-12-10",
"광주","평균이슬점온도","℃","-6.4","-7.7","4.3","7.8","13.9","17.9","23.9","23.6","17","8.8","3.7","-4.4",
"광주","평균증기압","hPa","4.2","3.8","8.9","11.3","16.8","21","29.8","29.4","20","11.7","8.5","5.2",
"광주","합계일조시간","hr","170.4","172.7","200","218.2","189","204.9","234.3","229","159.3","225.7","197.1","171.9",
"광주","합계수평면일사","MJ/㎡","292.12","352.83","445.57","579.66","581.84","630.27","660.92","590.22","461.03","456.15","335.3","284.78",
"광주","평균전운량","할","4.7","4.8","4.9","4.7","5.9","6","4.7","6","6.2","4","3.8","5.2",
"광주","평균현지기압","hPa","1015.4","1014.9","1011.4","1007.4","1003.4","999.8","1000.2","999","1004.7","1010.4","1014.8","1018.2",
"광주","평균해면기압","hPa","1024.7","1024","1020.2","1016","1011.8","1008","1008.4","1007.1","1013","1019","1023.6","1027.3",
"광주","최고해면기압","hPa","1034.6","1031.3","1030.7","1023.4","1025.4","1016.7","1016.4","1013.8","1021.4","1027.7","1031","1038.8",
"광주","최고해면기압일자","","2018-01-13","2018-02-02","2018-03-07","2018-04-13","2018-05-10","2018-06-02","2018-07-11","2018-08-28","2018-09-11","2018-10-20","2018-11-23","2018-12-30",
"광주","최저해면기압","hPa","1010","993.5","1004.1","1003.5","1002.8","998.7","992.7","984.4","995.9","990.4","1010","1012.7",
"광주","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-05","2018-04-14","2018-05-07","2018-06-11","2018-07-03","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"광주","평균지면온도","℃","-.3","1.2","10.2","16.8","22.2","29.7","34.3","33.3","22.7","15.6","9.4","2.8",
"부산","평균기온","℃","1.9","3.9","10","14.5","17.8","21.5","26.7","27.9","21.9","16.4","12.4","5.7",
"부산","평균최고기온","℃","6.5","8.9","14.5","18.7","21.5","25.2","30.2","31.3","25.3","21.1","17.5","10.1",
"부산","평균최저기온","℃","-1.9","-.2","6","11.1","15","18.9","23.9","25.3","19.5","13","8.9","2",
"부산","최고기온","℃","14","14.7","22.3","24.3","26.6","31.3","35.4","36.4","30","25.6","22.5","18.8",
"부산","최고기온일자","","2018-01-15","2018-02-27","2018-03-29","2018-04-27","2018-05-26","2018-06-24","2018-07-29","2018-08-05","2018-09-04","2018-10-07","2018-11-04","2018-12-03",
"부산","최저기온","℃","-9.9","-9.6","-.7","3","9.8","15.1","17.8","21.2","14.9","7.9","2.7","-7.1",
"부산","최저기온일자","","2018-01-26","2018-02-07","2018-03-02","2018-04-08","2018-05-10","2018-06-17","2018-07-08","2018-08-19","2018-09-25","2018-10-31","2018-11-23","2018-12-28",
"부산","합계강수량","mm","40.9","52.5","206.1","156.4","155.8","276.7","122.1","169.7","308.4","123.7","107.3","59",
"부산","최심적설","cm","1.3","","","","","","","","","","","",
"부산","최심적설일자","","2018-01-10","","","","","","","","","","","",
"부산","최심신적설","cm","1.3","","","","","","","","","","","",
"부산","최심신적설일자","","2018-01-10","","","","","","","","","","","",
"부산","합계신적설","cm","1.3","","","","","","","","","","","",
"부산","평균풍속","m/s","3.1","3.5","3.9","4","3.8","3.1","3","3.5","3","2","2.3","2.9",
"부산","최대풍속","m/s","11.4","12.1","12.5","14.3","13.3","12.5","8.3","15.5","9.7","19.2","11.7","8.8",
"부산","최대풍속일자","","2018-01-09","2018-02-14","2018-03-01","2018-04-10","2018-05-16","2018-06-26","2018-07-03","2018-08-24","2018-09-07","2018-10-06","2018-11-08","2018-12-29",
"부산","최대순간풍속","m/s","16.7","18.9","20.2","20.4","18.9","18.3","18.4","23.5","15","33.6","20.7","15.6",
"부산","최대순간풍속일자","","2018-01-09","2018-02-14","2018-03-20","2018-04-10","2018-05-16","2018-06-27","2018-07-03","2018-08-24","2018-09-11","2018-10-06","2018-11-08","2018-12-06",
"부산","평균상대습도","%","45","42","63","62","73","75","78","75","76","62","57","49",
"부산","최소상대습도","%","14","12","19","17","24","31","38","38","36","31","17","11",
"부산","최소상대습도일자","","2018-01-27","2018-02-17","2018-03-01","2018-04-12","2018-05-03","2018-06-21","2018-07-29","2018-08-21","2018-09-30","2018-10-21","2018-11-22","2018-12-27",
"부산","평균이슬점온도","℃","-9.9","-8.9","2.5","6.7","12.3","16.5","22.2","22.7","17.2","8.8","3.4","-5.5",
"부산","평균증기압","hPa","3.5","3.8","7.8","10.4","14.9","19.1","26.9","27.9","20.1","11.8","8.4","5.2",
"부산","합계일조시간","hr","227.3","226.9","213.1","245.8","216.5","198.9","283.4","260","142.1","245.8","214","194",
"부산","합계수평면일사","MJ/㎡","311.47","349.31","325.17","421.12","265.31","563.45","446.43","","202.97","443.16","334.54","292.19",
"부산","평균전운량","할","3.5","3.6","4.2","4.8","6.2","6.3","4.4","5.3","7.2","3.7","3.3","4.3",
"부산","평균현지기압","hPa","1013.4","1013.2","1011.2","1007.5","1003.9","1000.4","1000.8","1000.1","1004.7","1009.5","1014.1","1016.3",
"부산","평균해면기압","hPa","1022.1","1021.9","1019.6","1015.7","1012","1008.4","1008.7","1007.9","1012.7","1017.7","1022.5","1025",
"부산","최고해면기압","hPa","1033.7","1028.1","1031.5","1025.6","1024.9","1016","1018.1","1013.7","1021.3","1026.3","1029.2","1036.3",
"부산","최고해면기압일자","","2018-01-13","2018-02-01","2018-03-06","2018-04-13","2018-05-10","2018-06-01","2018-07-09","2018-08-28","2018-09-11","2018-10-20","2018-11-23","2018-12-30",
"부산","최저해면기압","hPa","1005.2","991.5","992.5","1000.1","1002.6","999.4","987.3","991.9","993.2","986.4","1009.8","1011.5",
"부산","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-14","2018-05-02","2018-06-11","2018-07-03","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"부산","평균지면온도","℃","2.8","5.7","11.4","18","21.2","26.3","32.9","33.2","23.6","18.3","12.3","5.4",
"통영","평균기온","℃","1.8","3.6","9.3","14.1","17.9","21.2","26.3","27.9","21.8","16.2","11.6","5.3",
"통영","평균최고기온","℃","6.5","8.3","14","18.5","22.1","25.4","30.6","31.6","25.6","21.2","16.8","9.6",
"통영","평균최저기온","℃","-2","-.7","5.1","10.2","14.5","18.2","23.4","25.2","19","12","7.7","1.7",
"통영","최고기온","℃","12.6","14","20.2","24.3","27.9","29.5","36.9","35.9","30.1","26.1","21.3","19.2",
"통영","최고기온일자","","2018-01-15","2018-02-25","2018-03-29","2018-04-20","2018-05-23","2018-06-21","2018-07-29","2018-08-14","2018-09-04","2018-10-07","2018-11-06","2018-12-03",
"통영","최저기온","℃","-9","-8.4","-.9","4.3","10.8","14.6","18.6","20.8","14.4","6.3","2.8","-5.6",
"통영","최저기온일자","","2018-01-26","2018-02-06","2018-03-02","2018-04-07","2018-05-03","2018-06-01","2018-07-08","2018-08-19","2018-09-25","2018-10-31","2018-11-23","2018-12-28",
"통영","합계강수량","mm","33.8","40.9","222.3","170.4","227.2","306.5","139.2","177.4","529.4","170.3","41.8","59.5",
"통영","평균풍속","m/s","2.7","2.7","2.6","2.6","2.4","2","2","2.7","2.3","2.3","1.9","2.7",
"통영","최대풍속","m/s","8.8","8.9","10.3","10.6","11.8","12.7","8.7","15.2","9.7","24.8","8.7","9",
"통영","최대풍속일자","","2018-01-09","2018-02-12","2018-03-15","2018-04-10","2018-05-06","2018-06-27","2018-07-01","2018-08-24","2018-09-07","2018-10-06","2018-11-08","2018-12-29",
"통영","최대순간풍속","m/s","14.3","12.4","14.8","17","15","18.2","13.3","19.5","12.2","31.3","12.9","12.2",
"통영","최대순간풍속일자","","2018-01-09","2018-02-11","2018-03-01","2018-04-11","2018-05-06","2018-06-27","2018-07-03","2018-08-24","2018-09-07","2018-10-06","2018-11-08","2018-12-07",
"통영","평균상대습도","%","55","51","75","73","79","83","83","80","78","67","66","54",
"통영","최소상대습도","%","16","13","24","21","24","40","46","48","36","25","17","13",
"통영","최소상대습도일자","","2018-01-25","2018-02-17","2018-03-31","2018-04-12","2018-05-25","2018-06-21","2018-07-29","2018-08-19","2018-09-30","2018-10-08","2018-11-22","2018-12-27",
"통영","평균이슬점온도","℃","-7","-6.5","4.6","8.7","13.9","18","22.9","23.8","17.4","9.5","4.7","-4.2",
"통영","평균증기압","hPa","4.1","4.3","9","11.8","16.4","20.9","28.1","29.8","20.4","12.3","9.1","5.5",
"통영","합계일조시간","hr","183.9","207.5","207.6","209.7","184.5","210.8","267.4","225.7","128.7","228.6","182.7","162.9",
"통영","평균전운량","할","","","","","","","","5.6","6.8","4","4","4.6",
"통영","평균현지기압","hPa","1018.7","1018.4","1016","1012.3","1008.5","1004.9","1005.2","1004.3","1009.3","1014.2","1019","1021.5",
"통영","평균해면기압","hPa","1022.8","1022.5","1019.9","1016.2","1012.3","1008.6","1008.9","1008","1013","1018","1022.9","1025.6",
"통영","최고해면기압","hPa","1033.6","1028.5","1031.2","1025","1025.3","1016.3","1018","1014.1","1021.6","1026.7","1030.1","1037",
"통영","최고해면기압일자","","2018-01-14","2018-02-02","2018-03-06","2018-04-13","2018-05-10","2018-06-01","2018-07-09","2018-08-28","2018-09-11","2018-10-20","2018-11-23","2018-12-30",
"통영","최저해면기압","hPa","1006.2","992.8","995.6","1001.1","1003","999.5","988.5","990.4","994.1","978","1010.6","1011.7",
"통영","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-14","2018-05-02","2018-06-11","2018-07-03","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"통영","평균지면온도","℃","2.1","4.1","10.4","16.4","21.3","24.8","31.2","34","23.2","17.1","11.6","4.8",
"무안","평균기온","℃",".1","1.1","8.6","13.7","18.2","22.6","27.7","28.7","22.3","15.5","10.6","3.7",
"무안","평균최고기온","℃","3.3","4.8","13.5","18.3","22.4","26.9","31.5","32.8","26.1","19.6","15","7.1",
"무안","평균최저기온","℃","-2.8","-2.1","4.4","9.6","14.7","19.4","24.8","25.8","19.3","12","7",".8",
"무안","최고기온","℃","10.3","13.4","22.4","24.3","27.3","31.7","35.6","36.7","30.1","26.2","18.7","20.2",
"무안","최고기온일자","","2018-01-15","2018-02-27","2018-03-31","2018-04-02","2018-05-15","2018-06-25","2018-07-21","2018-08-02","2018-09-03","2018-10-04","2018-11-03","2018-12-02",
"무안","최저기온","℃","-11.3","-9.2","-2.2","2.3","10.7","15.5","20.7","22.4","14.3","7.3","2.6","-6.4",
"무안","최저기온일자","","2018-01-24","2018-02-07","2018-03-02","2018-04-07","2018-05-11","2018-06-01","2018-07-01","2018-08-18","2018-09-25","2018-10-31","2018-11-23","2018-12-28",
"무안","합계강수량","mm","58","39.3","152.7","169","89.3","162","67.6","246.2","151.4","138.4","51.1","38.3",
"무안","최심적설","cm","21.2","18.3","0","","","","","","","","","5.2",
"무안","최심적설일자","","2018-01-11","2018-02-06","2018-03-21","","","","","","","","","2018-12-29",
"무안","최심신적설","cm","15.5","11.8","0","","","","","","","","","5.1",
"무안","최심신적설일자","","2018-01-10","2018-02-05","2018-03-21","","","","","","","","","2018-12-28",
"무안","합계신적설","cm","48.4","32.7","0","","","","","","","","","13.8",
"무안","평균풍속","m/s","4.2","4.2","3.1","3.7","3.3","3","2.9","3.2","2.8","3.7","2.7","4.1",
"무안","최대풍속","m/s","14","13.7","14.2","16.4","12.4","10.5","10.1","11.4","12.7","17.4","11.8","14.4",
"무안","최대풍속일자","","2018-01-10","2018-02-28","2018-03-01","2018-04-06","2018-05-03","2018-06-27","2018-07-02","2018-08-24","2018-09-30","2018-10-06","2018-11-08","2018-12-07",
"무안","최대순간풍속","m/s","21.4","20.6","18","22.2","18.7","16","15.1","16","16.9","23.9","17.7","19.9",
"무안","최대순간풍속일자","","2018-01-09","2018-02-28","2018-03-01","2018-04-06","2018-05-03","2018-06-27","2018-07-01","2018-08-24","2018-09-30","2018-10-06","2018-11-08","2018-12-27",
"무안","평균상대습도","%","83","76","86","81","79","76","78","74","74","68","69","68",
"무안","최소상대습도","%","41","30","32","23","19","31","44","37","30","31","17","29",
"무안","최소상대습도일자","","2018-01-19","2018-02-18","2018-03-31","2018-04-13","2018-05-20","2018-06-22","2018-07-31","2018-08-01","2018-09-18","2018-10-21","2018-11-29","2018-12-10",
"무안","평균이슬점온도","℃","-2.6","-3","6","10","13.6","17.7","23.1","23.4","17","9.3","4.6","-1.9",
"무안","평균증기압","hPa","5.3","5.2","9.8","12.9","16.1","20.5","28.5","28.9","19.9","12","8.9","5.9",
"무안","합계일조시간","hr","166","167.9","196.1","219.3","167.8","212.3","268.6","245.1","175.6","237.3","198.7","142.8",
"무안","합계수평면일사","MJ/㎡","238.42","266.79","383.44","482.24","532.37","624.44","673.26","573.11","454.79","437.14","319.95","233.59",
"무안","평균전운량","할","6.3","5.4","5.3","5.1","6.3","5.9","4.4","6","6.4","4.4","4.4","6.5",
"무안","평균현지기압","hPa","1019.8","1019.3","1015.6","1011.6","1007.5","1003.9","1004.1","1002.7","1008.6","1014.5","1018.9","1022.5",
"무안","평균해면기압","hPa","1024.7","1024.1","1020.3","1016.1","1012","1008.3","1008.4","1007","1012.9","1019","1023.5","1027.3",
"무안","최고해면기압","hPa","1034","1031.3","1030.2","1023.4","1025.4","1016.8","1015.9","1013.6","1021.3","1027.5","1030.5","1038.7",
"무안","최고해면기압일자","","2018-01-13","2018-02-02","2018-03-07","2018-04-13","2018-05-10","2018-06-02","2018-07-11","2018-08-28","2018-09-11","2018-10-20","2018-11-23","2018-12-31",
"무안","최저해면기압","hPa","1010.5","993.9","1004.6","1003.7","1002.8","999","993","982.3","996","990.8","1010.8","1013.4",
"무안","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-05","2018-04-14","2018-05-07","2018-06-28","2018-07-03","2018-08-23","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"무안","평균지면온도","℃","2.4","3.2","10.7","16.4","20.7","27.5","33","34.6","24.3","17.3","11.5","5.2",
"여수","평균기온","℃","1.4","3.1","9.4","14.2","18.2","21.9","26.9","28.1","22.1","16.4","12.2","5.2",
"여수","평균최고기온","℃","5.2","7.4","13.4","18.1","21.6","25","29.9","31","24.9","20.2","16","8.6",
"여수","평균최저기온","℃","-1.8","-.5","5.7","10.7","15.3","19.5","24.5","26","19.8","13.3","9.3","2.1",
"여수","최고기온","℃","13.1","14.5","20.5","24.9","26.1","29.8","35","34.5","30.3","25.6","20.4","16.5",
"여수","최고기온일자","","2018-01-15","2018-02-25","2018-03-29","2018-04-20","2018-05-23","2018-06-24","2018-07-29","2018-08-05","2018-09-04","2018-10-07","2018-11-05","2018-12-03",
"여수","최저기온","℃","-10.3","-8.4","-1.3","2.5","10","16.4","19.2","22.8","15.5","8.4","4.5","-6.6",
"여수","최저기온일자","","2018-01-26","2018-02-06","2018-03-02","2018-04-07","2018-05-04","2018-06-01","2018-07-09","2018-08-18","2018-09-25","2018-10-31","2018-11-23","2018-12-28",
"여수","합계강수량","mm","24.7","33.4","223.8","125.3","134.5","291.8","149.7","89.8","281.4","146.6","32.2","45.5",
"여수","최심적설","cm","2","","","","","","","","","","","",
"여수","최심적설일자","","2018-01-10","","","","","","","","","","","",
"여수","최심신적설","cm","2","","","","","","","","","","","",
"여수","최심신적설일자","","2018-01-10","","","","","","","","","","","",
"여수","합계신적설","cm","2.5","","","","","","","","","","","",
"여수","평균풍속","m/s","4.6","3.9","4.5","4.1","3.6","3.1","3.4","4","4.3","3.9","2.8","4.4",
"여수","최대풍속","m/s","14.9","14.4","18","13.3","14.3","11.9","15.3","16.2","11.7","19.6","10.7","13.5",
"여수","최대풍속일자","","2018-01-26","2018-02-28","2018-03-01","2018-04-14","2018-05-02","2018-06-27","2018-07-03","2018-08-24","2018-09-30","2018-10-06","2018-11-08","2018-12-27",
"여수","최대순간풍속","m/s","19.6","23.1","25.9","21.2","23.1","16.9","21.9","21.4","20.7","28.3","18.6","19.5",
"여수","최대순간풍속일자","","2018-01-12","2018-02-28","2018-03-01","2018-04-06","2018-05-20","2018-06-10","2018-07-03","2018-08-23","2018-09-30","2018-10-06","2018-11-22","2018-12-28",
"여수","평균상대습도","%","56","50","72","70","77","80","81","78","75","63","63","55",
"여수","최소상대습도","%","16","12","18","20","18","36","46","51","32","30","14","14",
"여수","최소상대습도일자","","2018-01-27","2018-02-17","2018-03-31","2018-04-11","2018-05-04","2018-06-22","2018-07-29","2018-08-17","2018-09-30","2018-10-30","2018-11-28","2018-12-27",
"여수","평균이슬점온도","℃","-7","-7.2","4","8.1","13.4","18","23.2","23.8","17.2","8.9","4.8","-3.8",
"여수","평균증기압","hPa","4.1","4","8.7","11.5","16","20.9","28.6","29.6","20","11.8","9.1","5.5",
